"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"28399-39829","WR","Mike","Mike Williams","Williams","10.149999618530273","2","5400","LAC@LAR","LAC","LAR","","","","",""
"28399-41936","WR","Anthony","Anthony Miller","Miller","5.25","2","5400","CHI@ARI","CHI","ARI","","","","",""
"28399-31836","WR","Terrance","Terrance Williams","Williams","1.399999976158142","2","5300","DAL@SEA","DAL","SEA","","","","",""
"28399-6607","WR","Mike","Mike Wallace","Wallace","0","1","5300","IND@PHI","PHI","IND","O","Ankle","","",""
"28399-22018","WR","Mohamed","Mohamed Sanu","Sanu","3.1500000953674316","2","5300","NO@ATL","ATL","NO","","","","",""
"28399-11779","RB","LeGarrette","LeGarrette Blount","Blount","1.850000023841858","2","5300","NE@DET","DET","NE","","","","",""
"28399-29249","RB","C.J.","C.J. Anderson","Anderson","3.299999952316284","2","5300","CIN@CAR","CAR","CIN","","","","",""
"28399-63043","WR","D.J.","D.J. Moore","Moore","6.300000190734863","2","5300","CIN@CAR","CAR","CIN","","","","",""
"28399-6840","RB","Frank","Frank Gore","Gore","5.5","2","5300","OAK@MIA","MIA","OAK","","","","",""
"28399-55335","TE","David","David Njoku","Njoku","3.4000000953674316","2","5200","NYJ@CLE","CLE","NYJ","","","","",""
"28399-40126","TE","Austin","Austin Hooper","Hooper","9.149999618530273","2","5200","NO@ATL","ATL","NO","","","","",""
"28399-56698","WR","Dante","Dante Pettis","Pettis","8.550000190734863","2","5200","SF@KC","SF","KC","","","","",""
"28399-34331","RB","Latavius","Latavius Murray","Murray","3.049999952316284","2","5200","BUF@MIN","MIN","BUF","","","","",""
"28399-39580","RB","Devontae","Devontae Booker","Booker","2.0999999046325684","2","5200","DEN@BAL","DEN","BAL","","","","",""
"28399-39859","TE","Jack","Jack Doyle","Doyle","5.25","2","5200","IND@PHI","IND","PHI","","","","",""
"28399-31732","WR","Corey","Corey Coleman","Coleman","6","9","5200","NE@DET","NE","DET","","","","",""
"28399-40977","TE","Ricky","Ricky Seals-Jones","Seals-Jones","3.549999952316284","2","5100","CHI@ARI","ARI","CHI","","","","",""
"28399-29734","RB","Ty","Ty Montgomery","Montgomery","4.150000095367432","2","5100","GB@WAS","GB","WAS","","","","",""
"28399-69956","WR","Michael","Michael Gallup","Gallup","1.2000000476837158","2","5100","DAL@SEA","DAL","SEA","","","","",""
"28399-55748","WR","James","James Washington","Washington","7.900000095367432","1","5100","PIT@TB","PIT","TB","","","","",""
"28399-21970","RB","Doug","Doug Martin","Martin","2.799999952316284","2","5100","OAK@MIA","OAK","MIA","","","","",""
"28399-41475","WR","John","John Ross","Ross","3.9000000953674316","2","5100","CIN@CAR","CIN","CAR","","","","",""
"28399-11864","RB","Chris","Chris Ivory","Ivory","5.25","2","5100","BUF@MIN","BUF","MIN","","","","",""
"28399-33557","TE","Tyler","Tyler Eifert","Eifert","4.599999904632568","2","5100","CIN@CAR","CIN","CAR","","","","",""
"28399-8117","WR","Danny","Danny Amendola","Amendola","4.900000095367432","2","5100","OAK@MIA","MIA","OAK","","","","",""
"28399-64555","WR","Calvin","Calvin Ridley","Ridley","7.349999904632568","2","5000","NO@ATL","ATL","NO","","","","",""
"28399-83081","RB","Chase","Chase Edmonds","Edmonds","5.650000095367432","2","5000","CHI@ARI","ARI","CHI","","","","",""
"28399-48344","WR","Albert","Albert Wilson","Wilson","8.649999618530273","2","5000","OAK@MIA","MIA","OAK","","","","",""
"28399-12554","D","Jacksonville","Jacksonville Jaguars","Jaguars","9","2","5000","TEN@JAC","JAC","TEN","","","","",""
"28399-52560","WR","Geronimo","Geronimo Allison","Allison","12.399999618530273","2","5000","GB@WAS","GB","WAS","","","","",""
"28399-54753","WR","Taylor","Taylor Gabriel","Gabriel","5.849999904632568","2","5000","CHI@ARI","CHI","ARI","","","","",""
"28399-32234","RB","Malcolm","Malcolm Brown","Brown","4.949999809265137","2","5000","LAC@LAR","LAR","LAC","","","","",""
"28399-27229","RB","Ameer","Ameer Abdullah","Abdullah","7.992857251848493","14","5000","NE@DET","DET","NE","","","","",""
"28399-22163","WR","Rishard","Rishard Matthews","Matthews","0.8999999761581421","2","5000","TEN@JAC","TEN","JAC","","","","",""
"28399-31406","RB","Alfred","Alfred Blue","Blue","6.599999904632568","2","5000","NYG@HOU","HOU","NYG","","","","",""
"28399-22219","WR","Jermaine","Jermaine Kearse","Kearse","0.4000000059604645","1","5000","NYJ@CLE","NYJ","CLE","","","","",""
"28399-6914","TE","Greg","Greg Olsen","Olsen","4.300000190734863","1","5000","CIN@CAR","CAR","CIN","O","Foot","","",""
"28399-7972","RB","Darren","Darren Sproles","Sproles","5.199999809265137","1","5000","IND@PHI","PHI","IND","Q","Hamstring","","",""
"28399-28545","RB","Rod","Rod Smith","Smith","0.5","1","5000","DAL@SEA","DAL","SEA","","","","",""
"28399-62538","WR","Cameron","Cameron Meredith","Meredith","0","0","4900","NO@ATL","NO","ATL","","","","",""
"28399-12540","D","Minnesota","Minnesota Vikings","Vikings","11","2","4900","BUF@MIN","MIN","BUF","","","","",""
"28399-62791","RB","Mark","Mark Walton","Walton","0","0","4900","CIN@CAR","CIN","CAR","","","","",""
"28399-7870","TE","Benjamin","Benjamin Watson","Watson","4.900000095367432","2","4900","NO@ATL","NO","ATL","","","","",""
"28399-70372","WR","Chester","Chester Rogers","Rogers","3.25","2","4900","IND@PHI","IND","PHI","","","","",""
"28399-33703","WR","Ryan","Ryan Grant","Grant","6.949999809265137","2","4900","IND@PHI","IND","PHI","","","","",""
"28399-29645","RB","Javorius","Javorius Allen","Allen","12.300000190734863","2","4900","DEN@BAL","BAL","DEN","","","","",""
"28399-14288","WR","Torrey","Torrey Smith","Smith","6.400000095367432","2","4900","CIN@CAR","CAR","CIN","","","","",""
"28399-14362","TE","Charles","Charles Clay","Clay","1.9500000476837158","2","4800","BUF@MIN","BUF","MIN","","","","",""
"28399-63591","RB","Ronald","Ronald Jones II","Jones II","0","0","4800","PIT@TB","TB","PIT","","","","",""
"28399-11495","WR","Brandon","Brandon LaFell","LaFell","6.175000190734863","16","4800","OAK@MIA","OAK","MIA","","","","",""
"28399-25837","RB","Duke","Duke Johnson Jr.","Johnson Jr.","2.5","2","4800","NYJ@CLE","CLE","NYJ","","","","",""
"28399-43413","RB","Kenneth","Kenneth Dixon","Dixon","10.399999618530273","1","4800","DEN@BAL","BAL","DEN","IR","Knee","","",""
"28399-54741","WR","Seth","Seth Roberts","Roberts","6.699999809265137","2","4800","OAK@MIA","OAK","MIA","","","","",""
"28399-22035","WR","Travis","Travis Benjamin","Benjamin","2.5","1","4800","LAC@LAR","LAC","LAR","Q","Foot","","",""
"28399-53913","WR","Cody","Cody Hollister","Hollister","0","0","4800","NE@DET","NE","DET","O","Back","","",""
"28399-7965","TE","Antonio","Antonio Gates","Gates","2.299999952316284","2","4800","LAC@LAR","LAC","LAR","","","","",""
"28399-38753","TE","Jake","Jake Butt","Butt","5.349999904632568","2","4800","DEN@BAL","DEN","BAL","","","","",""
"28399-57403","WR","Courtland","Courtland Sutton","Sutton","3.450000047683716","2","4700","DEN@BAL","DEN","BAL","","","","",""
"28399-12538","D","Los Angeles","Los Angeles Rams","Rams","15","2","4700","LAC@LAR","LAR","LAC","","","","",""
"28399-53562","RB","Nick","Nick Chubb","Chubb","1.75","2","4700","NYJ@CLE","CLE","NYJ","","","","",""
"28399-41305","WR","Zay","Zay Jones","Jones","5.699999809265137","2","4700","BUF@MIN","BUF","MIN","","","","",""
"28399-22898","RB","Brandon","Brandon Bolden","Bolden","2.633333365122477","3","4700","OAK@MIA","MIA","OAK","","","","",""
"28399-22959","WR","Deonte","Deonte Thompson","Thompson","4.75","2","4700","DAL@SEA","DAL","SEA","","","","",""
"28399-6733","RB","Jonathan","Jonathan Stewart","Stewart","0.44999998807907104","2","4700","NYG@HOU","NYG","HOU","","","","",""
"28399-32418","RB","Christine","Christine Michael","Michael","0.8999999761581421","1","4700","IND@PHI","IND","PHI","","","","",""
"28399-40669","WR","Tyler","Tyler Boyd","Boyd","11.100000381469727","2","4700","CIN@CAR","CIN","CAR","","","","",""
"28399-30733","WR","Cordarrelle","Cordarrelle Patterson","Patterson","3.0999999046325684","2","4600","NE@DET","NE","DET","","","","",""
"28399-28694","TE","Jesse","Jesse James","James","14.899999618530273","2","4600","PIT@TB","PIT","TB","","","","",""
"28399-24671","WR","Adam","Adam Humphries","Humphries","2.75","2","4600","PIT@TB","TB","PIT","","","","",""
"28399-79983","RB","De'Angelo","De'Angelo Henderson","Henderson","3.9666665395100913","3","4600","NYJ@CLE","NYJ","CLE","","","","",""
"28399-32045","TE","Vance","Vance McDonald","McDonald","4.099999904632568","1","4600","PIT@TB","PIT","TB","","","","",""
"28399-34154","WR","J.J.","J.J. Nelson","Nelson","0","1","4600","CHI@ARI","ARI","CHI","","","","",""
"28399-33137","WR","Justin","Justin Hardy","Hardy","0","2","4600","NO@ATL","ATL","NO","","","","",""
"28399-38264","WR","Demarcus","Demarcus Robinson","Robinson","6.800000190734863","1","4600","SF@KC","KC","SF","","","","",""
"28399-56708","TE","Will","Will Dissly","Dissly","14.850000381469727","2","4600","DAL@SEA","SEA","DAL","","","","",""
"28399-16923","TE","Austin","Austin Seferian-Jenkins","Seferian-Jenkins","6.900000095367432","2","4600","TEN@JAC","JAC","TEN","","","","",""
"28399-30237","RB","Mike","Mike Gillislee","Gillislee","0.3499999940395355","2","4600","NO@ATL","NO","ATL","","","","",""
"28399-33472","RB","C.J.","C.J. Prosise","Prosise","3.700000047683716","1","4600","DAL@SEA","SEA","DAL","","","","",""
"28399-52931","RB","Elijhaa","Elijhaa Penny","Penny","4.314285823277065","7","4600","CHI@ARI","ARI","CHI","","","","",""
"28399-31459","RB","Spencer","Spencer Ware","Ware","2.4000000953674316","2","4600","SF@KC","KC","SF","","","","",""
"28399-33578","RB","Jalen","Jalen Richard","Richard","6.349999904632568","2","4600","OAK@MIA","OAK","MIA","","","","",""
"28399-41806","WR","Laquon","Laquon Treadwell","Treadwell","6.050000190734863","2","4600","BUF@MIN","MIN","BUF","","","","",""
"28399-39818","RB","Wayne","Wayne Gallman Jr.","Gallman Jr.","1.7999999523162842","2","4600","NYG@HOU","NYG","HOU","","","","",""
"28399-30709","WR","Bruce","Bruce Ellington","Ellington","8.850000381469727","2","4600","NYG@HOU","HOU","NYG","","","","",""
"28399-14336","RB","Jacquizz","Jacquizz Rodgers","Rodgers","2.950000047683716","2","4500","PIT@TB","TB","PIT","","","","",""
"28399-46088","RB","Jhurell","Jhurell Pressley","Pressley","0","0","4500","NYG@HOU","NYG","HOU","","","","",""
"28399-24589","WR","Jaron","Jaron Brown","Brown","3.1500000953674316","2","4500","DAL@SEA","SEA","DAL","","","","",""
"28399-23569","TE","Rico","Rico Gathers","Gathers","0","1","4500","DAL@SEA","DAL","SEA","","","","",""
"28399-14358","WR","Dwayne","Dwayne Harris","Harris","0","1","4500","OAK@MIA","OAK","MIA","Q","Foot","","",""
"28399-55323","RB","Jaylen","Jaylen Samuels","Samuels","0","0","4500","PIT@TB","PIT","TB","","","","",""
"28399-32804","WR","Dres","Dres Anderson","Anderson","0","0","4500","DAL@SEA","DAL","SEA","","","","",""
"28399-56356","WR","Isaiah","Isaiah Ford","Ford","0","0","4500","OAK@MIA","MIA","OAK","","","","",""
"28399-56358","WR","Cam","Cam Phillips","Phillips","0","0","4500","BUF@MIN","BUF","MIN","","","","",""
"28399-24621","WR","Charone","Charone Peake","Peake","0.800000011920929","1","4500","NYJ@CLE","NYJ","CLE","","","","",""
"28399-25654","RB","Tommy","Tommy Bohanon","Bohanon","2.5799999237060547","10","4500","TEN@JAC","JAC","TEN","","","","",""
"28399-30775","WR","Justin","Justin Hunter","Hunter","1.100000023841858","1","4500","PIT@TB","PIT","TB","","","","",""
"28399-28744","RB","Raheem","Raheem Mostert","Mostert","0.25","4","4500","SF@KC","SF","KC","","","","",""
"28399-41042","WR","Marcell","Marcell Ateman","Ateman","0","0","4500","OAK@MIA","OAK","MIA","","","","",""
"28399-57432","WR","Cameron","Cameron Batson","Batson","0","0","4500","TEN@JAC","TEN","JAC","","","","",""
"28399-79972","WR","Chad","Chad Williams","Williams","0","2","4500","CHI@ARI","ARI","CHI","","","","",""
"28399-65646","WR","Julian","Julian Williams","Williams","0","0","4500","NO@ATL","ATL","NO","","","","",""
"28399-79982","RB","Alex","Alex Armah","Armah","3.25","2","4500","CIN@CAR","CAR","CIN","","","","",""
"28399-79987","WR","David","David Moore","Moore","0","1","4500","DAL@SEA","SEA","DAL","","","","",""
"28399-52345","WR","Brandon","Brandon Powell","Powell","0","0","4500","NE@DET","DET","NE","","","","",""
"28399-27771","WR","Cody","Cody Latimer","Latimer","2.549999952316284","2","4500","NYG@HOU","NYG","HOU","","","","",""
"28399-42107","WR","Robert","Robert Foster","Foster","2","2","4500","BUF@MIN","BUF","MIN","","","","",""
"28399-84098","WR","Jawill","Jawill Davis","Davis","0","0","4500","NYG@HOU","NYG","HOU","","","","",""
"28399-84101","WR","Vyncint","Vyncint Smith","Smith","0","1","4500","NYG@HOU","HOU","NYG","","","","",""
"28399-83083","WR","Justin","Justin Watson","Watson","0","0","4500","PIT@TB","TB","PIT","","","","",""
"28399-53390","WR","Zach","Zach Pascal","Pascal","1.149999976158142","2","4500","IND@PHI","IND","PHI","","","","",""
"28399-83086","WR","Reece","Reece Fountain","Fountain","0","0","4500","IND@PHI","IND","PHI","","","","",""
"28399-47249","WR","Darvin","Darvin Kidsy","Kidsy","0","0","4500","GB@WAS","WAS","GB","","","","",""
"28399-83091","RB","Trenton","Trenton Cannon","Cannon","2.5999999046325684","1","4500","NYJ@CLE","NYJ","CLE","","","","",""
"28399-52371","RB","Kalen","Kalen Ballage","Ballage","0","0","4500","OAK@MIA","MIA","OAK","","","","",""
"28399-28827","RB","Dare","Dare Ogunbowale","Ogunbowale","0","0","4500","PIT@TB","TB","PIT","","","","",""
"28399-84122","RB","Detrez","Detrez Newsome","Newsome","0","1","4500","LAC@LAR","LAC","LAR","","","","",""
"28399-84124","WR","J.J.","J.J. Jones","Jones","-1","2","4500","LAC@LAR","LAC","LAR","","","","",""
"28399-46244","RB","Donnel","Donnel Pumphrey","Pumphrey","0","0","4500","NE@DET","DET","NE","","","","",""
"28399-62628","WR","DeAndre","DeAndre Carter","Carter","1.5","1","4500","IND@PHI","PHI","IND","","","","",""
"28399-65706","WR","Deontay","Deontay Burnett","Burnett","0","0","4500","NYJ@CLE","NYJ","CLE","","","","",""
"28399-83122","WR","Dorren","Dorren Miller","Miller","0","0","4500","IND@PHI","PHI","IND","","","","",""
"28399-40118","WR","Steven","Steven Mitchell Jr.","Mitchell Jr.","0","0","4500","LAC@LAR","LAR","LAC","","","","",""
"28399-52410","WR","Josh","Josh Malone","Malone","0","1","4500","CIN@CAR","CIN","CAR","","","","",""
"28399-83136","WR","Jalen","Jalen Tolliver","Tolliver","0","0","4500","CHI@ARI","ARI","CHI","","","","",""
"28399-41155","RB","Taquan","Taquan Mizzell","Mizzell","0","0","4500","CHI@ARI","CHI","ARI","","","","",""
"28399-83140","RB","Christopher","Christopher Ezeala","Ezeala","0","0","4500","DEN@BAL","BAL","DEN","","","","",""
"28399-28890","RB","Derek","Derek Watt","Watt","0.10000000149011612","1","4500","LAC@LAR","LAC","LAR","Q","Thumb","","",""
"28399-55514","RB","Buddy","Buddy Howell","Howell","0","0","4500","NYG@HOU","HOU","NYG","","","","",""
"28399-22754","TE","Garrett","Garrett Celek","Celek","9.199999809265137","1","4500","SF@KC","SF","KC","","","","",""
"28399-52451","RB","Samaje","Samaje Perine","Perine","7.5","13","4500","GB@WAS","WAS","GB","","","","",""
"28399-40164","WR","Shelton","Shelton Gibson","Gibson","0","2","4500","IND@PHI","PHI","IND","","","","",""
"28399-40167","RB","Gus","Gus Edwards","Edwards","0","0","4500","DEN@BAL","BAL","DEN","","","","",""
"28399-64744","RB","Josh","Josh Adams","Adams","0","0","4500","IND@PHI","PHI","IND","","","","",""
"28399-40170","WR","Stacy","Stacy Coley","Coley","0","1","4500","BUF@MIN","MIN","BUF","","","","",""
"28399-28907","WR","Alex","Alex Erickson","Erickson","0","2","4500","CIN@CAR","CIN","CAR","","","","",""
"28399-11504","WR","Andre","Andre Roberts","Roberts","3.0999999046325684","2","4500","NYJ@CLE","NYJ","CLE","","","","",""
"28399-45299","RB","David","David Fluellen","Fluellen","0.6999999682108561","3","4500","TEN@JAC","TEN","JAC","Q","Undisclosed","","",""
"28399-44280","WR","JoJo","JoJo Natson Jr.","Natson Jr.","0","1","4500","LAC@LAR","LAR","LAC","","","","",""
"28399-53498","WR","Richie","Richie James Jr.","James Jr.","0","0","4500","SF@KC","SF","KC","","","","",""
"28399-41211","WR","Janarion","Janarion Grant","Grant","0","2","4500","DEN@BAL","BAL","DEN","","","","",""
"28399-29949","WR","Marvin","Marvin Hall","Hall","3.5","1","4500","NO@ATL","ATL","NO","","","","",""
"28399-45309","WR","Alonzo","Alonzo Russell","Russell","0","0","4500","NYG@HOU","NYG","HOU","","","","",""
"28399-32000","TE","Luke","Luke Willson","Willson","0.8999999761581421","2","4500","NE@DET","DET","NE","","","","",""
"28399-55552","RB","Jeff","Jeff Wilson","Wilson","0","0","4500","SF@KC","SF","KC","","","","",""
"28399-56580","WR","Christian","Christian Blake","Blake","0","0","4500","NO@ATL","ATL","NO","","","","",""
"28399-41221","WR","Andre","Andre Patton","Patton","0","0","4500","LAC@LAR","LAC","LAR","","","","",""
"28399-22800","RB","Derrick","Derrick Coleman","Coleman","0.10000000149011612","1","4500","CHI@ARI","ARI","CHI","","","","",""
"28399-83221","RB","De'Lance","De'Lance Turner","Turner","0","0","4500","DEN@BAL","BAL","DEN","","","","",""
"28399-33047","WR","Chris","Chris Moore","Moore","1.5499999523162842","2","4500","DEN@BAL","BAL","DEN","","","","",""
"28399-34073","TE","Ryan","Ryan Griffin","Griffin","1.2000000476837158","2","4500","NYG@HOU","HOU","NYG","","","","",""
"28399-68890","WR","Devin","Devin Gray","Gray","0","0","4500","NO@ATL","ATL","NO","","","","",""
"28399-24862","WR","Rashad","Rashad Greene Sr.","Greene Sr.","0","0","4500","TEN@JAC","JAC","TEN","","","","",""
"28399-29985","WR","Jaydon","Jaydon Mickens","Mickens","0","2","4500","TEN@JAC","JAC","TEN","","","","",""
"28399-46374","WR","Tanner","Tanner Gentry","Gentry","1.25","4","4500","CHI@ARI","CHI","ARI","","","","",""
"28399-31015","WR","DeAndrew","DeAndrew White","White","1.4500000476837158","2","4500","CIN@CAR","CAR","CIN","","","","",""
"28399-27947","WR","Riley","Riley McCarron","McCarron","-2","1","4500","NE@DET","NE","DET","","","","",""
"28399-85306","WR","KhaDarel","KhaDarel Hodge","Hodge","0","0","4500","LAC@LAR","LAR","LAC","","","","",""
"28399-64841","WR","Equanimeous","Equanimeous St. Brown","St. Brown","0","0","4500","GB@WAS","GB","WAS","","","","",""
"28399-34125","WR","Geremy","Geremy Davis","Davis","0","0","4500","LAC@LAR","LAC","LAR","","","","",""
"28399-14683","RB","Patrick","Patrick DiMarco","DiMarco","2.9000000953674316","1","4500","BUF@MIN","BUF","MIN","","","","",""
"28399-41319","WR","Jeff","Jeff Badet","Badet","0","0","4500","BUF@MIN","MIN","BUF","","","","",""
"28399-40298","WR","Derrick","Derrick Willies","Willies","0","0","4500","NYJ@CLE","CLE","NYJ","","","","",""
"28399-38269","RB","Cameron","Cameron Artis-Payne","Artis-Payne","3.2400001525878905","5","4500","CIN@CAR","CAR","CIN","","","","",""
"28399-55684","RB","Roc","Roc Thomas","Thomas","0","0","4500","BUF@MIN","MIN","BUF","","","","",""
"28399-52613","WR","Curtis","Curtis Samuel","Samuel","3.174999952316284","8","4500","CIN@CAR","CAR","CIN","Q","Chest","","",""
"28399-29064","WR","Trey","Trey Griffey","Griffey","0","0","4500","PIT@TB","PIT","TB","","","","",""
"28399-55689","RB","Ito","Ito Smith","Smith","5.900000095367432","1","4500","NO@ATL","ATL","NO","","","","",""
"28399-55694","WR","Michael","Michael Thomas","Thomas","2.3600000381469726","5","4500","LAC@LAR","LAR","LAC","IR","Hip","","",""
"28399-43416","WR","Trent","Trent Taylor","Taylor","2.4000000953674316","2","4500","SF@KC","SF","KC","","","","",""
"28399-80289","WR","Kendrick","Kendrick Bourne","Bourne","3.450000047683716","2","4500","SF@KC","SF","KC","","","","",""
"28399-28065","WR","Jehu","Jehu Chesson","Chesson","0","1","4500","GB@WAS","WAS","GB","","","","",""
"28399-32161","WR","Gehrig","Gehrig Dieter","Dieter","0","0","4500","SF@KC","KC","SF","","","","",""
"28399-54690","WR","Freddie","Freddie Martino","Martino","0","1","4500","PIT@TB","TB","PIT","","","","",""
"28399-47523","WR","Tajae","Tajae Sharpe","Sharpe","2.049999952316284","2","4500","TEN@JAC","TEN","JAC","","","","",""
"28399-80294","TE","Anthony","Anthony Firkser","Firkser","0","0","4500","TEN@JAC","TEN","JAC","","","","",""
"28399-14761","WR","Andre","Andre Holmes","Holmes","0.949999988079071","2","4500","BUF@MIN","BUF","MIN","","","","",""
"28399-43433","RB","Boston","Boston Scott","Scott","0","0","4500","NO@ATL","NO","ATL","","","","",""
"28399-80299","RB","Patrick","Patrick Ricard","Ricard","3.799999952316284","4","4500","DEN@BAL","BAL","DEN","","","","",""
"28399-26038","TE","Tyler","Tyler Kroft","Kroft","1.75","2","4500","CIN@CAR","CIN","CAR","","","","",""
"28399-32185","RB","Zach","Zach Line","Line","0.44999998807907104","2","4500","NO@ATL","NO","ATL","","","","",""
"28399-26045","WR","Leonte","Leonte Carroo","Carroo","2.5999999046325684","4","4500","OAK@MIA","MIA","OAK","","","","",""
"28399-60861","WR","Damion","Damion Ratley","Ratley","0","0","4500","NYJ@CLE","CLE","NYJ","","","","",""
"28399-53697","WR","Kaelin","Kaelin Clay","Clay","-1","2","4500","NYG@HOU","NYG","HOU","Q","Ankle","","",""
"28399-55750","WR","Chris","Chris Lacy","Lacy","0","0","4500","NE@DET","DET","NE","","","","",""
"28399-26057","RB","Michael","Michael Burton","Burton","1.100000023841858","1","4500","CHI@ARI","CHI","ARI","","","","",""
"28399-28106","RB","Joe","Joe Kerridge","Kerridge","0.800000011920929","1","4500","GB@WAS","GB","WAS","","","","",""
"28399-57803","WR","Jordan","Jordan Lasley","Lasley","0","0","4500","DEN@BAL","BAL","DEN","","","","",""
"28399-31184","RB","Jonathan","Jonathan Williams","Williams","-0.05000000074505806","2","4500","NO@ATL","NO","ATL","","","","",""
"28399-21972","WR","Brian","Brian Quick","Quick","2.1200000762939455","5","4500","GB@WAS","WAS","GB","","","","",""
"28399-27096","WR","Marcus","Marcus Lucas","Lucas","0","0","4500","DAL@SEA","SEA","DAL","","","","",""
"28399-40410","WR","Josh","Josh Smith","Smith","0","0","4500","NO@ATL","NO","ATL","","","","",""
"28399-33244","WR","Eli","Eli Rogers","Rogers","2.324999968210856","12","4500","PIT@TB","PIT","TB","NA","Knee - acl","","",""
"28399-80353","TE","Robert","Robert Tonyan","Tonyan","0","0","4500","GB@WAS","GB","WAS","","","","",""
"28399-14820","RB","Nick","Nick Bellore","Bellore","6.599999904632568","1","4500","NE@DET","DET","NE","","","","",""
"28399-56809","WR","Allen","Allen Lazard","Lazard","0","0","4500","TEN@JAC","JAC","TEN","","","","",""
"28399-32235","WR","Marcus","Marcus Johnson","Johnson","0.8333333333333334","6","4500","IND@PHI","IND","PHI","","","","",""
"28399-40434","WR","Greg","Greg Ward Jr.","Ward Jr.","0","0","4500","IND@PHI","PHI","IND","","","","",""
"28399-41459","RB","Keith","Keith Ford","Ford","0","0","4500","BUF@MIN","BUF","MIN","","","","",""
"28399-54782","TE","Cameron","Cameron Brate","Brate","0","1","4500","PIT@TB","TB","PIT","","","","",""
"28399-39428","RB","Kyle","Kyle Juszczyk","Juszczyk","4.449999809265137","2","4500","SF@KC","SF","KC","","","","",""
"28399-23046","RB","Jamize","Jamize Olawale","Olawale","2.7666667302449546","6","4500","DAL@SEA","DAL","SEA","","","","",""
"28399-31241","WR","Sammie","Sammie Coates Jr.","Coates Jr.","0","1","4500","NYG@HOU","HOU","NYG","Q","Hamstring","","",""
"28399-6672","TE","Marcedes","Marcedes Lewis","Lewis","0","1","4500","GB@WAS","GB","WAS","","","","",""
"28399-29201","WR","Maurice","Maurice Harris","Harris","3.549999952316284","4","4500","GB@WAS","WAS","GB","Q","Concussion","","",""
"28399-64031","TE","Hayden","Hayden Hurst","Hurst","0","0","4500","DEN@BAL","BAL","DEN","O","Foot","","",""
"28399-44583","WR","Teo","Teo Redding","Redding","0","0","4500","GB@WAS","WAS","GB","","","","",""
"28399-33320","RB","Senorise","Senorise Perry","Perry","0.7599999904632568","5","4500","OAK@MIA","MIA","OAK","","","","",""
"28399-38441","RB","Justin","Justin Davis","Davis","0.10000000149011612","1","4500","LAC@LAR","LAR","LAC","","","","",""
"28399-46633","WR","Keenan","Keenan Reynolds","Reynolds","0","0","4500","DAL@SEA","SEA","DAL","","","","",""
"28399-57900","RB","Quinton","Quinton Flowers","Flowers","0","0","4500","CIN@CAR","CIN","CAR","","","","",""
"28399-14905","WR","Kamar","Kamar Aiken","Aiken","6.400000095367432","1","4500","IND@PHI","PHI","IND","","","","",""
"28399-27199","RB","Marcus","Marcus Murphy","Murphy","2.450000047683716","2","4500","BUF@MIN","BUF","MIN","","","","",""
"28399-64070","WR","Tim","Tim White","White","0","0","4500","DEN@BAL","BAL","DEN","","","","",""
"28399-12872","RB","James","James Develin","Develin","2.0999999046325684","2","4500","NE@DET","NE","DET","","","","",""
"28399-52808","RB","Dontrell","Dontrell Hilliard","Hilliard","0","0","4500","NYJ@CLE","CLE","NYJ","","","","",""
"28399-32331","RB","Tra","Tra Carson","Carson","0","0","4500","CIN@CAR","CIN","CAR","","","","",""
"28399-47695","RB","Jordan","Jordan Chunn","Chunn","0","0","4500","DAL@SEA","DAL","SEA","","","","",""
"28399-41552","WR","Dylan","Dylan Cantrell","Cantrell","0","0","4500","LAC@LAR","LAC","LAR","","","","",""
"28399-31329","WR","Russell","Russell Shepard","Shepard","0","1","4500","NYG@HOU","NYG","HOU","","","","",""
"28399-56931","RB","Robert","Robert Martin","Martin","0","0","4500","NYG@HOU","NYG","HOU","","","","",""
"28399-62055","WR","Ray-Ray","Ray-Ray McCloud III","McCloud III","0","0","4500","BUF@MIN","BUF","MIN","Q","Knee","","",""
"28399-7784","WR","Darrius","Darrius Heyward-Bey","Heyward-Bey","2.9799999237060546","5","4500","PIT@TB","PIT","TB","","","","",""
"28399-55912","WR","Saeed","Saeed Blacknall","Blacknall","0","0","4500","OAK@MIA","OAK","MIA","","","","",""
"28399-38509","RB","Wendell","Wendell Smallwood","Smallwood","1.5","1","4500","IND@PHI","PHI","IND","","","","",""
"28399-38514","WR","Kevin","Kevin White","White","1.600000023841858","1","4500","CHI@ARI","CHI","ARI","","","","",""
"28399-45683","RB","Kapri","Kapri Bibbs","Bibbs","11.233333587646484","3","4500","GB@WAS","WAS","GB","","","","",""
"28399-33403","WR","Tevin","Tevin Jones","Jones","0","0","4500","PIT@TB","PIT","TB","","","","",""
"28399-27273","RB","Andy","Andy Janovich","Janovich","1.600000023841858","1","4500","DEN@BAL","DEN","BAL","","","","",""
"28399-33424","WR","Mose","Mose Frazier","Frazier","0","0","4500","CIN@CAR","CAR","CIN","","","","",""
"28399-56977","WR","Simmie","Simmie Cobbs Jr.","Cobbs Jr.","0","0","4500","GB@WAS","WAS","GB","","","","",""
"28399-40602","WR","Kermit","Kermit Whitfield","Whitfield","0","0","4500","CIN@CAR","CIN","CAR","","","","",""
