"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"28399-45859","QB","Derek","Derek Carr","Carr","12.369999885559082","2","6800","OAK@MIA","OAK","MIA","","","","",""
"28399-31716","QB","Dak","Dak Prescott","Prescott","11.800000190734863","2","6800","DAL@SEA","DAL","SEA","","","","",""
"28399-11432","WR","Demaryius","Demaryius Thomas","Thomas","9.800000190734863","2","6700","DEN@BAL","DEN","BAL","","","","",""
"28399-22994","QB","Case","Case Keenum","Keenum","18.81999969482422","2","6700","DEN@BAL","DEN","BAL","","","","",""
"28399-34308","QB","Blake","Blake Bortles","Bortles","23.90999984741211","2","6700","TEN@JAC","JAC","TEN","","","","",""
"28399-22037","RB","Lamar","Lamar Miller","Miller","9.699999809265137","2","6700","NYG@HOU","HOU","NYG","","","","",""
"28399-6714","QB","Joe","Joe Flacco","Flacco","20.790000915527344","2","6700","DEN@BAL","BAL","DEN","","","","",""
"28399-6883","WR","Larry","Larry Fitzgerald","Fitzgerald","7.699999809265137","2","6700","CHI@ARI","ARI","CHI","Q","Hamstring","","",""
"28399-29685","WR","Robert","Robert Woods","Woods","8.449999809265137","2","6700","LAC@LAR","LAR","LAC","","","","",""
"28399-14377","QB","Tyrod","Tyrod Taylor","Taylor","20.010000228881836","2","6600","NYJ@CLE","CLE","NYJ","","","","",""
"28399-63589","QB","Sam","Sam Darnold","Darnold","15.140000343322754","2","6600","NYJ@CLE","NYJ","CLE","","","","",""
"28399-21948","QB","Ryan","Ryan Tannehill","Tannehill","16.360000610351562","2","6600","OAK@MIA","MIA","OAK","","","","",""
"28399-6627","WR","Ted","Ted Ginn Jr.","Ginn Jr.","11.649999618530273","2","6600","NO@ATL","NO","ATL","","","","",""
"28399-22103","WR","Marvin","Marvin Jones Jr.","Jones Jr.","10.399999618530273","2","6600","NE@DET","DET","NE","","","","",""
"28399-46882","RB","Jay","Jay Ajayi","Ajayi","14.699999809265137","2","6600","IND@PHI","PHI","IND","Q","Back","","",""
"28399-29683","WR","Nelson","Nelson Agholor","Agholor","14.25","2","6600","IND@PHI","PHI","IND","","","","",""
"28399-24849","QB","Jameis","Jameis Winston","Winston","16.35846182016226","13","6500","PIT@TB","TB","PIT","O","Suspension","","",""
"28399-24891","RB","Chris","Chris Thompson","Thompson","18.799999237060547","2","6500","GB@WAS","WAS","GB","","","","",""
"28399-27050","WR","Tyler","Tyler Lockett","Lockett","13.949999809265137","2","6500","DAL@SEA","SEA","DAL","","","","",""
"28399-21980","WR","Alshon","Alshon Jeffery","Jeffery","10.462499618530273","16","6500","IND@PHI","PHI","IND","Q","Shoulder","","",""
"28399-6703","RB","Adrian","Adrian Peterson","Peterson","14.050000190734863","2","6500","GB@WAS","WAS","GB","","","","",""
"28399-6779","RB","LeSean","LeSean McCoy","McCoy","5.699999809265137","2","6500","BUF@MIN","BUF","MIN","Q","Ribs","","",""
"28399-23194","WR","Josh","Josh Gordon","Gordon","8.199999809265137","1","6500","NE@DET","NE","DET","Q","Hamstring","","",""
"28399-6826","QB","Eli","Eli Manning","Manning","10.859999656677246","2","6500","NYG@HOU","NYG","HOU","","","","",""
"28399-29358","QB","Marcus","Marcus Mariota","Mariota","3.619999885559082","1","6500","TEN@JAC","TEN","JAC","Q","Elbow","","",""
"28399-7859","WR","Julian","Julian Edelman","Edelman","0","0","6500","NE@DET","NE","DET","O","Suspension","","",""
"28399-38628","QB","Mitchell","Mitchell Trubisky","Trubisky","15.220000267028809","2","6500","CHI@ARI","CHI","ARI","","","","",""
"28399-28473","RB","Carlos","Carlos Hyde","Hyde","12.25","2","6500","NYJ@CLE","CLE","NYJ","","","","",""
"28399-54140","RB","Dalvin","Dalvin Cook","Cook","10.5","2","6500","BUF@MIN","MIN","BUF","Q","Hamstring","","",""
"28399-28643","WR","Allen","Allen Robinson II","Robinson II","10.699999809265137","2","6500","CHI@ARI","CHI","ARI","","","","",""
"28399-79998","WR","Keelan","Keelan Cole","Cole","14","2","6400","TEN@JAC","JAC","TEN","","","","",""
"28399-9371","RB","Marshawn","Marshawn Lynch","Lynch","12.850000381469727","2","6400","OAK@MIA","OAK","MIA","","","","",""
"28399-9392","WR","Michael","Michael Crabtree","Crabtree","9.699999809265137","2","6400","DEN@BAL","BAL","DEN","","","","",""
"28399-54684","RB","Isaiah","Isaiah Crowell","Crowell","13.550000190734863","2","6400","NYJ@CLE","NYJ","CLE","","","","",""
"28399-41426","RB","Phillip","Phillip Lindsay","Lindsay","14.399999618530273","2","6400","DEN@BAL","DEN","BAL","","","","",""
"28399-64119","RB","Chris","Chris Carson","Carson","4.900000095367432","2","6400","DAL@SEA","SEA","DAL","","","","",""
"28399-25290","RB","Giovani","Giovani Bernard","Bernard","3.799999952316284","2","6400","CIN@CAR","CIN","CAR","","","","",""
"28399-27457","WR","Kenny","Kenny Stills","Stills","13.649999618530273","2","6400","OAK@MIA","MIA","OAK","","","","",""
"28399-79970","WR","Cooper","Cooper Kupp","Kupp","12.300000190734863","2","6300","LAC@LAR","LAR","LAC","","","","",""
"28399-11414","QB","Sam","Sam Bradford","Bradford","3.2100000381469727","2","6300","CHI@ARI","ARI","CHI","","","","",""
"28399-40843","RB","Alex","Alex Collins","Collins","8.449999809265137","2","6300","DEN@BAL","BAL","DEN","","","","",""
"28399-14320","RB","Bilal","Bilal Powell","Powell","11.75","2","6300","NYJ@CLE","NYJ","CLE","","","","",""
"28399-53303","RB","Matt","Matt Breida","Breida","14.5","2","6200","SF@KC","SF","KC","","","","",""
"28399-24641","WR","Sammy","Sammy Watkins","Watkins","9.850000381469727","2","6200","SF@KC","KC","SF","","","","",""
"28399-11512","TE","Jimmy","Jimmy Graham","Graham","7.150000095367432","2","6200","GB@WAS","GB","WAS","","","","",""
"28399-54606","WR","John","John Brown","Brown","14.600000381469727","2","6200","DEN@BAL","BAL","DEN","","","","",""
"28399-55635","WR","Chris","Chris Godwin","Godwin","12.850000381469727","2","6200","PIT@TB","TB","PIT","","","","",""
"28399-14704","WR","Chris","Chris Hogan","Hogan","9.649999618530273","2","6200","NE@DET","NE","DET","","","","",""
"28399-28080","WR","Devin","Devin Funchess","Funchess","8.399999618530273","2","6200","CIN@CAR","CAR","CIN","","","","",""
"28399-26251","WR","Robby","Robby Anderson","Anderson","5.949999809265137","2","6200","NYJ@CLE","NYJ","CLE","","","","",""
"28399-62364","QB","Josh","Josh Rosen","Rosen","0","0","6200","CHI@ARI","ARI","CHI","","","","",""
"28399-28930","RB","James","James White","White","12.75","2","6100","NE@DET","NE","DET","","","","",""
"28399-31061","RB","T.J.","T.J. Yeldon","Yeldon","11.25","2","6100","TEN@JAC","JAC","TEN","","","","",""
"28399-57840","RB","Rashaad","Rashaad Penny","Penny","4.650000095367432","2","6100","DAL@SEA","SEA","DAL","","","","",""
"28399-41535","QB","Baker","Baker Mayfield","Mayfield","0","0","6100","NYJ@CLE","CLE","NYJ","","","","",""
"28399-27266","WR","Quincy","Quincy Enunwa","Enunwa","14","2","6100","NYJ@CLE","NYJ","CLE","","","","",""
"28399-63115","QB","Lamar","Lamar Jackson","Jackson","2.7300000190734863","2","6100","DEN@BAL","BAL","DEN","","","","",""
"28399-62239","QB","Josh","Josh Allen","Allen","10.279999732971191","2","6100","BUF@MIN","BUF","MIN","","","","",""
"28399-14194","QB","Blaine","Blaine Gabbert","Gabbert","6.28000020980835","2","6100","TEN@JAC","TEN","JAC","","","","",""
"28399-14257","WR","Randall","Randall Cobb","Cobb","14.850000381469727","2","6100","GB@WAS","GB","WAS","","","","",""
"28399-29715","QB","Kevin","Kevin Hogan","Hogan","9.694999694824219","4","6000","DEN@BAL","DEN","BAL","","","","",""
"28399-24607","QB","Chad","Chad Kelly","Kelly","0","0","6000","DEN@BAL","DEN","BAL","","","","",""
"28399-30761","QB","Nathan","Nathan Peterman","Peterman","-0.9399999976158142","1","6000","BUF@MIN","BUF","MIN","","","","",""
"28399-30788","QB","Tyler","Tyler Bray","Bray","-2","1","6000","CHI@ARI","CHI","ARI","","","","",""
"28399-53331","QB","Taylor","Taylor Heinicke","Heinicke","0.6000000238418579","1","6000","CIN@CAR","CAR","CIN","","","","",""
"28399-39034","QB","Kurt","Kurt Benkert","Benkert","0","0","6000","NO@ATL","ATL","NO","","","","",""
"28399-83079","QB","Kyle","Kyle Lauletta","Lauletta","0","0","6000","NYG@HOU","NYG","HOU","","","","",""
"28399-27801","QB","Nate","Nate Sudfeld","Sudfeld","7.559999942779541","1","6000","IND@PHI","PHI","IND","","","","",""
"28399-83130","QB","Chad","Chad Kanoff","Kanoff","0","0","6000","CHI@ARI","ARI","CHI","","","","",""
"28399-57537","QB","DeShone","DeShone Kizer","Kizer","-0.800000011920929","1","6000","GB@WAS","GB","WAS","","","","",""
"28399-45259","QB","Logan","Logan Woodside","Woodside","0","0","6000","TEN@JAC","TEN","JAC","","","","",""
"28399-29915","QB","Brett","Brett Hundley","Hundley","12.358182040127842","11","6000","DAL@SEA","SEA","DAL","","","","",""
"28399-54507","QB","Alex","Alex McGough","McGough","0","0","6000","DAL@SEA","SEA","DAL","","","","",""
"28399-11500","QB","Colt","Colt McCoy","McCoy","0","0","6000","GB@WAS","WAS","GB","","","","",""
"28399-39179","QB","Tanner","Tanner Lee","Lee","0","0","6000","TEN@JAC","JAC","TEN","","","","",""
"28399-31047","QB","AJ","AJ McCarron","McCarron","1.3200000524520874","2","6000","OAK@MIA","OAK","MIA","","","","",""
"28399-27982","QB","Jake","Jake Rudock","Rudock","-0.03999999910593033","1","6000","NE@DET","DET","NE","","","","",""
"28399-27986","QB","C.J.","C.J. Beathard","Beathard","15.800000508626303","6","6000","SF@KC","SF","KC","","","","",""
"28399-11615","QB","Joe","Joe Webb III","Webb III","2.9000000953674316","2","6000","NYG@HOU","HOU","NYG","","","","",""
"28399-39280","RB","Derrick","Derrick Henry","Henry","4.760000228881836","2","6000","TEN@JAC","TEN","JAC","","","","",""
"28399-21941","QB","Robert","Robert Griffin III","Griffin III","0","0","6000","DEN@BAL","BAL","DEN","","","","",""
"28399-31170","QB","Brandon","Brandon Allen","Allen","0","0","6000","LAC@LAR","LAR","LAC","","","","",""
"28399-21959","QB","Brandon","Brandon Weeden","Weeden","0","0","6000","NYG@HOU","HOU","NYG","","","","",""
"28399-40407","QB","Joshua","Joshua Dobbs","Dobbs","0","0","6000","PIT@TB","PIT","TB","","","","",""
"28399-53729","QB","Mason","Mason Rudolph","Rudolph","0","0","6000","PIT@TB","PIT","TB","","","","",""
"28399-21994","QB","Brock","Brock Osweiler","Osweiler","12.153333028157553","6","6000","OAK@MIA","MIA","OAK","","","","",""
"28399-33259","QB","Teddy","Teddy Bridgewater","Bridgewater","-1.2999999523162842","1","6000","NO@ATL","NO","ATL","","","","",""
"28399-45565","QB","Taysom","Taysom Hill","Hill","0","1","6000","NO@ATL","NO","ATL","","","","",""
"28399-28163","QB","Connor","Connor Cook","Cook","0","0","6000","CIN@CAR","CAR","CIN","","","","",""
"28399-6679","QB","Matt","Matt Schaub","Schaub","0","1","6000","NO@ATL","ATL","NO","","","","",""
"28399-30231","QB","Jacoby","Jacoby Brissett","Brissett","13.307499885559082","16","6000","IND@PHI","IND","PHI","","","","",""
"28399-40482","QB","Tim","Tim Boyle","Boyle","0","0","6000","GB@WAS","GB","WAS","","","","",""
"28399-23075","QB","Alex","Alex Tanney","Tanney","0","0","6000","NYG@HOU","NYG","HOU","","","","",""
"28399-30253","QB","Jeff","Jeff Driskel","Driskel","0","0","6000","CIN@CAR","CIN","CAR","","","","",""
"28399-57909","RB","Marlon","Marlon Mack","Mack","4.099999904632568","1","6000","IND@PHI","IND","PHI","","","","",""
"28399-40534","QB","Mike","Mike White","White","0","0","6000","DAL@SEA","DAL","SEA","","","","",""
"28399-30298","TE","Jordan","Jordan Reed","Reed","9.649999618530273","2","6000","GB@WAS","WAS","GB","","","","",""
"28399-41562","QB","Nick","Nick Mullens","Mullens","0","0","6000","SF@KC","SF","KC","","","","",""
"28399-7778","QB","Matt","Matt Cassel","Cassel","-0.5400000214576721","1","6000","NE@DET","DET","NE","","","","",""
"28399-8803","QB","Chase","Chase Daniel","Daniel","-0.20000000298023224","1","6000","CHI@ARI","CHI","ARI","","","","",""
"28399-6759","WR","Brandon","Brandon Marshall","Marshall","9.25","2","6000","DAL@SEA","SEA","DAL","","","","",""
"28399-6803","QB","Josh","Josh McCown","McCown","16.495384803185097","13","6000","NYJ@CLE","NYJ","CLE","","","","",""
"28399-55970","RB","Royce","Royce Freeman","Freeman","7.949999809265137","2","6000","DEN@BAL","DEN","BAL","","","","",""
"28399-7844","QB","Chad","Chad Henne","Henne","-0.25","2","6000","SF@KC","KC","SF","","","","",""
"28399-44715","QB","Cooper","Cooper Rush","Rush","0.6899999976158142","2","6000","DAL@SEA","DAL","SEA","","","","",""
"28399-62133","QB","Chase","Chase Litton","Litton","0","0","6000","SF@KC","KC","SF","","","","",""
"28399-7872","QB","Brian","Brian Hoyer","Hoyer","6.7879997253417965","10","6000","NE@DET","NE","DET","","","","",""
"28399-41732","QB","Christian","Christian Hackenberg","Hackenberg","0","0","6000","CIN@CAR","CIN","CAR","","","","",""
"28399-29445","QB","Sean","Sean Mannion","Mannion","1.0399999618530273","5","6000","LAC@LAR","LAR","LAC","","","","",""
"28399-28434","QB","Trevor","Trevor Siemian","Siemian","12.736364191228693","11","6000","BUF@MIN","MIN","BUF","","","","",""
"28399-25410","QB","Mike","Mike Glennon","Glennon","9.680000305175781","4","6000","CHI@ARI","ARI","CHI","","","","",""
"28399-27477","WR","Sterling","Sterling Shepard","Shepard","5.599999904632568","2","6000","NYG@HOU","NYG","HOU","","","","",""
"28399-28515","QB","Cardale","Cardale Jones","Jones","0","0","6000","LAC@LAR","LAC","LAR","","","","",""
"28399-41827","QB","Phillip","Phillip Walker","Walker","0","0","6000","IND@PHI","IND","PHI","","","","",""
"28399-33647","QB","Kyle","Kyle Sloter","Sloter","0","0","6000","BUF@MIN","MIN","BUF","","","","",""
"28399-26483","QB","Geno","Geno Smith","Smith","-0.10000000149011612","1","6000","LAC@LAR","LAC","LAR","","","","",""
"28399-39795","QB","Davis","Davis Webb","Webb","0","0","6000","NYJ@CLE","NYJ","CLE","","","","",""
"28399-38796","QB","J.T.","J.T. Barrett IV","Barrett IV","0","0","6000","NO@ATL","NO","ATL","","","","",""
"28399-29587","QB","Cody","Cody Kessler","Kessler","1.3133333524068196","3","6000","TEN@JAC","JAC","TEN","","","","",""
"28399-40857","RB","Peyton","Peyton Barber","Barber","5.150000095367432","2","6000","PIT@TB","TB","PIT","","","","",""
"28399-33702","QB","Ryan","Ryan Griffin","Griffin","0","0","6000","PIT@TB","TB","PIT","","","","",""
"28399-43956","QB","David","David Fales","Fales","10.199999809265137","2","6000","OAK@MIA","MIA","OAK","","","","",""
"28399-38837","QB","Danny","Danny Etling","Etling","0","0","6000","NE@DET","NE","DET","","","","",""
"28399-41966","QB","Luke","Luke Falk","Falk","0","0","6000","OAK@MIA","MIA","OAK","","","","",""
"28399-25813","WR","Phillip","Phillip Dorsett","Dorsett","11.5","2","5900","NE@DET","NE","DET","","","","",""
"28399-45439","WR","Corey","Corey Davis","Davis","8.600000381469727","2","5900","TEN@JAC","TEN","JAC","","","","",""
"28399-40442","RB","Aaron","Aaron Jones","Jones","7.55","10","5900","GB@WAS","GB","WAS","","","","",""
"28399-14237","TE","Kyle","Kyle Rudolph","Rudolph","9.149999618530273","2","5900","BUF@MIN","MIN","BUF","","","","",""
"28399-62535","WR","Tyrell","Tyrell Williams","Williams","7.050000190734863","2","5800","LAC@LAR","LAC","LAR","","","","",""
"28399-33260","WR","DeVante","DeVante Parker","Parker","7.8076923076923075","13","5800","OAK@MIA","MIA","OAK","Q","Finger","","",""
"28399-32243","WR","Marquise","Marquise Goodwin","Goodwin","0","1","5800","SF@KC","SF","KC","Q","Quadriceps","","",""
"28399-27338","RB","Rex","Rex Burkhead","Burkhead","4.800000190734863","2","5800","NE@DET","NE","DET","","","","",""
"28399-40758","RB","Corey","Corey Clement","Clement","9.800000190734863","2","5800","IND@PHI","PHI","IND","","","","",""
"28399-39793","TE","George","George Kittle","Kittle","7.349999904632568","2","5800","SF@KC","SF","KC","","","","",""
"28399-41872","TE","Evan","Evan Engram","Engram","9.5","2","5800","NYG@HOU","NYG","HOU","","","","",""
"28399-54244","WR","Kenny","Kenny Golladay","Golladay","16.399999618530273","2","5800","NE@DET","DET","NE","","","","",""
"28399-14339","RB","Dion","Dion Lewis","Lewis","12.149999618530273","2","5700","TEN@JAC","TEN","JAC","","","","",""
"28399-24755","WR","Jamison","Jamison Crowder","Crowder","4.699999809265137","2","5700","GB@WAS","WAS","GB","","","","",""
"28399-63806","RB","Kerryon","Kerryon Johnson","Johnson","7.150000095367432","2","5700","NE@DET","DET","NE","","","","",""
"28399-30297","TE","Trey","Trey Burton","Burton","6.099999904632568","2","5700","CHI@ARI","CHI","ARI","","","","",""
"28399-26610","WR","Paul","Paul Richardson Jr.","Richardson Jr.","6.25","2","5700","GB@WAS","WAS","GB","","","","",""
"28399-79974","RB","Tarik","Tarik Cohen","Cohen","4.300000190734863","2","5600","CHI@ARI","CHI","ARI","Q","Ankle","","",""
"28399-80001","RB","Austin","Austin Ekeler","Ekeler","16.200000762939453","2","5600","LAC@LAR","LAC","LAR","","","","",""
"28399-39286","TE","O.J.","O.J. Howard","Howard","11.75","2","5600","PIT@TB","TB","PIT","","","","",""
"28399-53640","RB","Sony","Sony Michel","Michel","4.599999904632568","1","5600","NE@DET","NE","DET","","","","",""
"28399-31269","RB","Corey","Corey Grant","Grant","5.099999904632568","2","5600","TEN@JAC","JAC","TEN","","","","",""
"28399-7761","TE","Jared","Jared Cook","Cook","14.699999809265137","2","5600","OAK@MIA","OAK","MIA","","","","",""
"28399-6774","WR","Pierre","Pierre Garcon","Garcon","5.400000095367432","2","5600","SF@KC","SF","KC","","","","",""
"28399-22288","WR","Cole","Cole Beasley","Beasley","6.550000190734863","2","5600","DAL@SEA","DAL","SEA","","","","",""
"28399-41867","RB","Jordan","Jordan Wilkins","Wilkins","7.5","2","5600","IND@PHI","IND","PHI","","","","",""
"28399-63625","RB","Nyheim","Nyheim Hines","Hines","7.849999904632568","2","5500","IND@PHI","IND","PHI","","","","",""
"28399-60910","WR","Dede","Dede Westbrook","Westbrook","11.649999618530273","2","5500","TEN@JAC","JAC","TEN","","","","",""
"28399-45631","RB","Jamaal","Jamaal Williams","Williams","6.650000095367432","2","5500","GB@WAS","GB","WAS","","","","",""
"28399-22113","RB","Alfred","Alfred Morris","Morris","5.400000095367432","2","5500","SF@KC","SF","KC","","","","",""
"28399-25272","TE","Eric","Eric Ebron","Ebron","11.600000381469727","2","5500","IND@PHI","IND","PHI","","","","",""
"28399-6893","WR","Jordy","Jordy Nelson","Nelson","3.9000000953674316","2","5500","OAK@MIA","OAK","MIA","","","","",""
"28399-32564","WR","Josh","Josh Doctson","Doctson","3.6500000953674316","2","5500","GB@WAS","WAS","GB","","","","",""
"28399-15212","WR","Terrelle","Terrelle Pryor","Pryor","8.399999618530273","2","5500","NYJ@CLE","NYJ","CLE","","","","",""
"28399-24675","WR","Martavis","Martavis Bryant","Bryant","5","1","5400","OAK@MIA","OAK","MIA","","","","",""
"28399-25760","WR","Allen","Allen Hurns","Hurns","1.9500000476837158","2","5400","DAL@SEA","DAL","SEA","","","","",""
"28399-24929","WR","Kelvin","Kelvin Benjamin","Benjamin","5.199999809265137","2","5400","BUF@MIN","BUF","MIN","","","","",""
"28399-44449","WR","Willie","Willie Snead IV","Snead IV","10.399999618530273","2","5400","DEN@BAL","BAL","DEN","","","","",""
"28399-60858","WR","Christian","Christian Kirk","Kirk","2.799999952316284","2","5400","CHI@ARI","ARI","CHI","","","","",""
"28399-22054","WR","Jarius","Jarius Wright","Wright","9.25","2","5400","CIN@CAR","CAR","CIN","","","","",""
"28399-33465","RB","Theo","Theo Riddick","Riddick","7.599999904632568","2","5400","NE@DET","DET","NE","","","","",""
"28399-31561","WR","Donte","Donte Moncrief","Moncrief","6.650000095367432","2","5400","TEN@JAC","JAC","TEN","","","","",""
