"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"28179-44449","WR","Willie","Willie Snead IV","Snead IV","12.899999618530273","1","5400","BAL@CIN","BAL","CIN","","","","",""
"28179-60858","WR","Christian","Christian Kirk","Kirk","0.8999999761581421","1","5400","ARI@LAR","ARI","LAR","","","","",""
"28179-31397","RB","Jeremy","Jeremy Hill","Hill","3.5999999046325684","1","5400","NE@JAC","NE","JAC","IR","Knee","","",""
"28179-33465","RB","Theo","Theo Riddick","Riddick","6","1","5400","DET@SF","DET","SF","","","","",""
"28179-39829","WR","Mike","Mike Williams","Williams","10.600000381469727","1","5400","LAC@BUF","LAC","BUF","","","","",""
"28179-41936","WR","Anthony","Anthony Miller","Miller","2.4000000953674316","1","5400","SEA@CHI","CHI","SEA","","","","",""
"28179-55335","TE","David","David Njoku","Njoku","2.799999952316284","1","5300","CLE@NO","CLE","NO","","","","",""
"28179-31836","WR","Terrance","Terrance Williams","Williams","1.100000023841858","1","5300","NYG@DAL","DAL","NYG","","","","",""
"28179-6607","WR","Mike","Mike Wallace","Wallace","0","1","5300","PHI@TB","PHI","TB","","","","",""
"28179-11779","RB","LeGarrette","LeGarrette Blount","Blount","-0.30000001192092896","1","5300","DET@SF","DET","SF","Q","Knee","","",""
"28179-29249","RB","C.J.","C.J. Anderson","Anderson","3.5","1","5300","CAR@ATL","CAR","ATL","","","","",""
"28179-6840","RB","Frank","Frank Gore","Gore","6.099999904632568","1","5300","MIA@NYJ","MIA","NYJ","","","","",""
"28179-40977","TE","Ricky","Ricky Seals-Jones","Seals-Jones","3.4000000953674316","1","5200","ARI@LAR","ARI","LAR","","","","",""
"28179-25837","RB","Duke","Duke Johnson Jr.","Johnson Jr.","3","1","5200","CLE@NO","CLE","NO","","","","",""
"28179-53562","RB","Nick","Nick Chubb","Chubb","2.0999999046325684","1","5200","CLE@NO","CLE","NO","","","","",""
"28179-39580","RB","Devontae","Devontae Booker","Booker","2.5","1","5200","OAK@DEN","DEN","OAK","","","","",""
"28179-31406","RB","Alfred","Alfred Blue","Blue","9.600000381469727","1","5200","HOU@TEN","HOU","TEN","","","","",""
"28179-25290","RB","Giovani","Giovani Bernard","Bernard","1.399999976158142","1","5200","BAL@CIN","CIN","BAL","","","","",""
"28179-31459","RB","Spencer","Spencer Ware","Ware","4.5","1","5200","KC@PIT","KC","PIT","","","","",""
"28179-15212","WR","Terrelle","Terrelle Pryor","Pryor","6.400000095367432","1","5200","MIA@NYJ","NYJ","MIA","","","","",""
"28179-63591","RB","Ronald","Ronald Jones II","Jones II","0","0","5100","PHI@TB","TB","PHI","","","","",""
"28179-69956","WR","Michael","Michael Gallup","Gallup","1.399999976158142","1","5100","NYG@DAL","DAL","NYG","","","","",""
"28179-55748","WR","James","James Washington","Washington","0","0","5100","KC@PIT","PIT","KC","","","","",""
"28179-21970","RB","Doug","Doug Martin","Martin","2.700000047683716","1","5100","OAK@DEN","OAK","DEN","","","","",""
"28179-63043","WR","D.J.","D.J. Moore","Moore","0.30000001192092896","1","5100","CAR@ATL","CAR","ATL","","","","",""
"28179-7870","TE","Benjamin","Benjamin Watson","Watson","6.400000095367432","1","5100","CLE@NO","NO","CLE","","","","",""
"28179-22288","WR","Cole","Cole Beasley","Beasley","10.800000190734863","1","5100","NYG@DAL","DAL","NYG","","","","",""
"28179-8117","WR","Danny","Danny Amendola","Amendola","4.599999904632568","1","5100","MIA@NYJ","MIA","NYJ","","","","",""
"28179-64555","WR","Calvin","Calvin Ridley","Ridley","0","1","5000","CAR@ATL","ATL","CAR","","","","",""
"28179-83081","RB","Chase","Chase Edmonds","Edmonds","6.800000190734863","1","5000","ARI@LAR","ARI","LAR","","","","",""
"28179-48344","WR","Albert","Albert Wilson","Wilson","5.300000190734863","1","5000","MIA@NYJ","MIA","NYJ","","","","",""
"28179-52560","WR","Geronimo","Geronimo Allison","Allison","15.399999618530273","1","5000","MIN@GB","GB","MIN","","","","",""
"28179-43413","RB","Kenneth","Kenneth Dixon","Dixon","10.399999618530273","1","5000","BAL@CIN","BAL","CIN","Q","Knee","","",""
"28179-54753","WR","Taylor","Taylor Gabriel","Gabriel","5","1","5000","SEA@CHI","CHI","SEA","","","","",""
"28179-32234","RB","Malcolm","Malcolm Brown","Brown","3.299999952316284","1","5000","ARI@LAR","LAR","ARI","","","","",""
"28179-40442","RB","Aaron","Aaron Jones","Jones","7.55","10","5000","MIN@GB","GB","MIN","O","Suspension","","",""
"28179-7761","TE","Jared","Jared Cook","Cook","22.5","1","5000","OAK@DEN","OAK","DEN","","","","",""
"28179-11864","RB","Chris","Chris Ivory","Ivory","0.30000001192092896","1","5000","LAC@BUF","BUF","LAC","","","","",""
"28179-27229","RB","Ameer","Ameer Abdullah","Abdullah","7.992857251848493","14","5000","DET@SF","DET","SF","","","","",""
"28179-27266","WR","Quincy","Quincy Enunwa","Enunwa","15.300000190734863","1","5000","MIA@NYJ","NYJ","MIA","","","","",""
"28179-22219","WR","Jermaine","Jermaine Kearse","Kearse","8.96875","16","5000","MIA@NYJ","NYJ","MIA","Q","Abdomen","","",""
"28179-7972","RB","Darren","Darren Sproles","Sproles","5.199999809265137","1","5000","PHI@TB","PHI","TB","","","","",""
"28179-40758","RB","Corey","Corey Clement","Clement","2.5999999046325684","1","5000","PHI@TB","PHI","TB","","","","",""
"28179-28545","RB","Rod","Rod Smith","Smith","0.5","1","5000","NYG@DAL","DAL","NYG","","","","",""
"28179-14349","WR","Jeremy","Jeremy Kerley","Kerley","1.7000000476837158","1","4900","LAC@BUF","BUF","LAC","","","","",""
"28179-41426","RB","Phillip","Phillip Lindsay","Lindsay","17.200000762939453","1","4900","OAK@DEN","DEN","OAK","","","","",""
"28179-70372","WR","Chester","Chester Rogers","Rogers","3.299999952316284","1","4900","IND@WAS","IND","WAS","","","","",""
"28179-33703","WR","Ryan","Ryan Grant","Grant","9.899999618530273","1","4900","IND@WAS","IND","WAS","","","","",""
"28179-29645","RB","Javorius","Javorius Allen","Allen","11.699999809265137","1","4900","BAL@CIN","BAL","CIN","","","","",""
"28179-14288","WR","Torrey","Torrey Smith","Smith","2","1","4900","CAR@ATL","CAR","ATL","","","","",""
"28179-14362","TE","Charles","Charles Clay","Clay","0","1","4800","LAC@BUF","BUF","LAC","","","","",""
"28179-40126","TE","Austin","Austin Hooper","Hooper","3.9000000953674316","1","4800","CAR@ATL","ATL","CAR","","","","",""
"28179-11495","WR","Brandon","Brandon LaFell","LaFell","6.175000190734863","16","4800","OAK@DEN","OAK","DEN","","","","",""
"28179-12538","D","Los Angeles","Los Angeles Rams","Rams","17","1","4800","ARI@LAR","LAR","ARI","","","","",""
"28179-12555","D","Baltimore","Baltimore Ravens","Ravens","17","1","4800","BAL@CIN","BAL","CIN","","","","",""
"28179-32045","TE","Vance","Vance McDonald","McDonald","3.533333248562283","9","4800","KC@PIT","PIT","KC","Q","Foot","","",""
"28179-22035","WR","Travis","Travis Benjamin","Benjamin","2.5","1","4800","LAC@BUF","LAC","BUF","","","","",""
"28179-31269","RB","Corey","Corey Grant","Grant","0.30000001192092896","1","4800","NE@JAC","JAC","NE","","","","",""
"28179-7965","TE","Antonio","Antonio Gates","Gates","4.599999904632568","1","4800","LAC@BUF","LAC","BUF","","","","",""
"28179-38753","TE","Jake","Jake Butt","Butt","3.9000000953674316","1","4800","OAK@DEN","DEN","OAK","","","","",""
"28179-23569","TE","Rico","Rico Gathers","Gathers","0","0","4700","NYG@DAL","DAL","NYG","","","","",""
"28179-57403","WR","Courtland","Courtland Sutton","Sutton","5.5","1","4700","OAK@DEN","DEN","OAK","","","","",""
"28179-22754","TE","Garrett","Garrett Celek","Celek","5.238461421086238","13","4700","DET@SF","SF","DET","","","","",""
"28179-34073","TE","Ryan","Ryan Griffin","Griffin","0","1","4700","HOU@TEN","HOU","TEN","","","","",""
"28179-41305","WR","Zay","Zay Jones","Jones","4.099999904632568","1","4700","LAC@BUF","BUF","LAC","","","","",""
"28179-22898","RB","Brandon","Brandon Bolden","Bolden","2.633333365122477","3","4700","MIA@NYJ","MIA","NYJ","","","","",""
"28179-22959","WR","Deonte","Deonte Thompson","Thompson","4.199999809265137","1","4700","NYG@DAL","DAL","NYG","","","","",""
"28179-54782","TE","Cameron","Cameron Brate","Brate","0","1","4700","PHI@TB","TB","PHI","","","","",""
"28179-64031","TE","Hayden","Hayden Hurst","Hurst","0","0","4700","BAL@CIN","BAL","CIN","O","Foot","","",""
"28179-6733","RB","Jonathan","Jonathan Stewart","Stewart","0.800000011920929","1","4700","NYG@DAL","NYG","DAL","","","","",""
"28179-32418","RB","Christine","Christine Michael","Michael","0.8999999761581421","1","4700","IND@WAS","IND","WAS","","","","",""
"28179-40669","WR","Tyler","Tyler Boyd","Boyd","4.099999904632568","1","4700","BAL@CIN","CIN","BAL","","","","",""
"28179-26384","TE","Trey","Trey Edmunds","Edmunds","3.6000000635782876","3","4700","KC@PIT","PIT","KC","","","","",""
"28179-56265","TE","Mike","Mike Gesicki","Gesicki","1.600000023841858","1","4700","MIA@NYJ","MIA","NYJ","","","","",""
"28179-30733","WR","Cordarrelle","Cordarrelle Patterson","Patterson","2.4000000953674316","1","4600","NE@JAC","NE","JAC","","","","",""
"28179-28694","TE","Jesse","Jesse James","James","7.5","1","4600","KC@PIT","PIT","KC","","","","",""
"28179-24671","WR","Adam","Adam Humphries","Humphries","4.199999809265137","1","4600","PHI@TB","TB","PHI","","","","",""
"28179-79983","RB","De'Angelo","De'Angelo Henderson","Henderson","3.9666665395100913","3","4600","MIA@NYJ","NYJ","MIA","","","","",""
"28179-34154","WR","J.J.","J.J. Nelson","Nelson","4.9375","16","4600","ARI@LAR","ARI","LAR","","","","",""
"28179-33137","WR","Justin","Justin Hardy","Hardy","0","1","4600","CAR@ATL","ATL","CAR","","","","",""
"28179-38264","WR","Demarcus","Demarcus Robinson","Robinson","3.1700000762939453","10","4600","KC@PIT","KC","PIT","","","","",""
"28179-56708","TE","Will","Will Dissly","Dissly","18","1","4600","SEA@CHI","SEA","CHI","","","","",""
"28179-16923","TE","Austin","Austin Seferian-Jenkins","Seferian-Jenkins","4","1","4600","NE@JAC","JAC","NE","","","","",""
"28179-30237","RB","Mike","Mike Gillislee","Gillislee","-1.100000023841858","1","4600","CLE@NO","NO","CLE","","","","",""
"28179-33472","RB","C.J.","C.J. Prosise","Prosise","3.5","4","4600","SEA@CHI","SEA","CHI","","","","",""
"28179-52931","RB","Elijhaa","Elijhaa Penny","Penny","4.314285823277065","7","4600","ARI@LAR","ARI","LAR","","","","",""
"28179-33578","RB","Jalen","Jalen Richard","Richard","12.399999618530273","1","4600","OAK@DEN","OAK","DEN","","","","",""
"28179-31561","WR","Donte","Donte Moncrief","Moncrief","1.899999976158142","1","4600","NE@JAC","JAC","NE","","","","",""
"28179-41806","WR","Laquon","Laquon Treadwell","Treadwell","2.799999952316284","1","4600","MIN@GB","MIN","GB","","","","",""
"28179-39818","RB","Wayne","Wayne Gallman Jr.","Gallman Jr.","1.7999999523162842","1","4600","NYG@DAL","NYG","DAL","Q","Knee","","",""
"28179-30709","WR","Bruce","Bruce Ellington","Ellington","11.699999809265137","1","4600","HOU@TEN","HOU","TEN","","","","",""
"28179-14336","RB","Jacquizz","Jacquizz Rodgers","Rodgers","0.800000011920929","1","4500","PHI@TB","TB","PHI","","","","",""
"28179-46088","RB","Jhurell","Jhurell Pressley","Pressley","0","0","4500","NYG@DAL","NYG","DAL","","","","",""
"28179-24589","WR","Jaron","Jaron Brown","Brown","1.2000000476837158","1","4500","SEA@CHI","SEA","CHI","","","","",""
"28179-41997","WR","River","River Cracraft","Cracraft","0","0","4500","OAK@DEN","DEN","OAK","","","","",""
"28179-14358","WR","Dwayne","Dwayne Harris","Harris","0","1","4500","OAK@DEN","OAK","DEN","","","","",""
"28179-55323","RB","Jaylen","Jaylen Samuels","Samuels","0","0","4500","KC@PIT","PIT","KC","","","","",""
"28179-32804","WR","Dres","Dres Anderson","Anderson","0","0","4500","NYG@DAL","DAL","NYG","","","","",""
"28179-56356","WR","Isaiah","Isaiah Ford","Ford","0","0","4500","MIA@NYJ","MIA","NYJ","","","","",""
"28179-56358","WR","Cam","Cam Phillips","Phillips","0","0","4500","LAC@BUF","BUF","LAC","","","","",""
"28179-24621","WR","Charone","Charone Peake","Peake","0.800000011920929","1","4500","MIA@NYJ","NYJ","MIA","","","","",""
"28179-25654","RB","Tommy","Tommy Bohanon","Bohanon","2.5799999237060547","10","4500","NE@JAC","JAC","NE","","","","",""
"28179-30775","WR","Justin","Justin Hunter","Hunter","1.100000023841858","1","4500","KC@PIT","PIT","KC","","","","",""
"28179-28744","RB","Raheem","Raheem Mostert","Mostert","0.25","4","4500","DET@SF","SF","DET","","","","",""
"28179-41042","WR","Marcell","Marcell Ateman","Ateman","0","0","4500","OAK@DEN","OAK","DEN","","","","",""
"28179-57432","WR","Cameron","Cameron Batson","Batson","0","0","4500","HOU@TEN","TEN","HOU","","","","",""
"28179-79972","WR","Chad","Chad Williams","Williams","0","1","4500","ARI@LAR","ARI","LAR","","","","",""
"28179-79982","RB","Alex","Alex Armah","Armah","6.099999904632568","1","4500","CAR@ATL","CAR","ATL","","","","",""
"28179-79987","WR","David","David Moore","Moore","0","1","4500","SEA@CHI","SEA","CHI","","","","",""
"28179-52345","WR","Brandon","Brandon Powell","Powell","0","0","4500","DET@SF","DET","SF","","","","",""
"28179-27771","WR","Cody","Cody Latimer","Latimer","0","1","4500","NYG@DAL","NYG","DAL","","","","",""
"28179-42107","WR","Robert","Robert Foster","Foster","0","1","4500","LAC@BUF","BUF","LAC","","","","",""
"28179-84098","WR","Jawill","Jawill Davis","Davis","0","0","4500","NYG@DAL","NYG","DAL","","","","",""
"28179-84101","WR","Vyncint","Vyncint Smith","Smith","0","1","4500","HOU@TEN","HOU","TEN","","","","",""
"28179-83083","WR","Justin","Justin Watson","Watson","0","0","4500","PHI@TB","TB","PHI","","","","",""
"28179-53390","WR","Zach","Zach Pascal","Pascal","2.299999952316284","1","4500","IND@WAS","IND","WAS","","","","",""
"28179-83086","WR","Reece","Reece Fountain","Fountain","0","0","4500","IND@WAS","IND","WAS","","","","",""
"28179-47249","WR","Darvin","Darvin Kidsy","Kidsy","0","0","4500","IND@WAS","WAS","IND","","","","",""
"28179-83091","RB","Trenton","Trenton Cannon","Cannon","2.5999999046325684","1","4500","MIA@NYJ","NYJ","MIA","","","","",""
"28179-52371","RB","Kalen","Kalen Ballage","Ballage","0","0","4500","MIA@NYJ","MIA","NYJ","","","","",""
"28179-28827","RB","Dare","Dare Ogunbowale","Ogunbowale","0","0","4500","PHI@TB","TB","PHI","","","","",""
"28179-84122","RB","Detrez","Detrez Newsome","Newsome","0","0","4500","LAC@BUF","LAC","BUF","","","","",""
"28179-84124","WR","J.J.","J.J. Jones","Jones","-2","1","4500","LAC@BUF","LAC","BUF","","","","",""
"28179-46244","RB","Donnel","Donnel Pumphrey","Pumphrey","0","0","4500","DET@SF","DET","SF","","","","",""
"28179-62628","WR","DeAndre","DeAndre Carter","Carter","1.5","1","4500","PHI@TB","PHI","TB","","","","",""
"28179-65706","WR","Deontay","Deontay Burnett","Burnett","0","0","4500","MIA@NYJ","NYJ","MIA","","","","",""
"28179-40118","WR","Steven","Steven Mitchell Jr.","Mitchell Jr.","0","0","4500","ARI@LAR","LAR","ARI","","","","",""
"28179-52410","WR","Josh","Josh Malone","Malone","1.7222222222222223","9","4500","BAL@CIN","CIN","BAL","","","","",""
"28179-83136","WR","Jalen","Jalen Tolliver","Tolliver","0","0","4500","ARI@LAR","ARI","LAR","","","","",""
"28179-41155","RB","Taquan","Taquan Mizzell","Mizzell","0","0","4500","SEA@CHI","CHI","SEA","","","","",""
"28179-83140","RB","Christopher","Christopher Ezeala","Ezeala","0","0","4500","BAL@CIN","BAL","CIN","","","","",""
"28179-54472","WR","Cam","Cam Sims","Sims","0","0","4500","IND@WAS","WAS","IND","IR","Ankle","","",""
"28179-28890","RB","Derek","Derek Watt","Watt","0.10000000149011612","1","4500","LAC@BUF","LAC","BUF","","","","",""
"28179-55514","RB","Buddy","Buddy Howell","Howell","0","0","4500","HOU@TEN","HOU","TEN","","","","",""
"28179-52451","RB","Samaje","Samaje Perine","Perine","7.5","13","4500","IND@WAS","WAS","IND","","","","",""
"28179-40164","WR","Shelton","Shelton Gibson","Gibson","0","1","4500","PHI@TB","PHI","TB","","","","",""
"28179-40167","RB","Gus","Gus Edwards","Edwards","0","0","4500","BAL@CIN","BAL","CIN","","","","",""
"28179-64744","RB","Josh","Josh Adams","Adams","0","0","4500","PHI@TB","PHI","TB","","","","",""
"28179-40170","WR","Stacy","Stacy Coley","Coley","0","1","4500","MIN@GB","MIN","GB","","","","",""
"28179-28907","WR","Alex","Alex Erickson","Erickson","0","1","4500","BAL@CIN","CIN","BAL","","","","",""
"28179-11504","WR","Andre","Andre Roberts","Roberts","6.199999809265137","1","4500","MIA@NYJ","NYJ","MIA","","","","",""
"28179-12531","D","Denver","Denver Broncos","Broncos","12","1","4500","OAK@DEN","DEN","OAK","","","","",""
"28179-45299","RB","David","David Fluellen","Fluellen","0.6999999682108561","3","4500","HOU@TEN","TEN","HOU","","","","",""
"28179-53498","WR","Richie","Richie James Jr.","James Jr.","0","0","4500","DET@SF","SF","DET","","","","",""
"28179-41211","WR","Janarion","Janarion Grant","Grant","0","1","4500","BAL@CIN","BAL","CIN","Q","Hand","","",""
"28179-29949","WR","Marvin","Marvin Hall","Hall","2.1666666666666665","6","4500","CAR@ATL","ATL","CAR","","","","",""
"28179-45309","WR","Alonzo","Alonzo Russell","Russell","0","0","4500","NYG@DAL","NYG","DAL","","","","",""
"28179-32000","TE","Luke","Luke Willson","Willson","0","1","4500","DET@SF","DET","SF","","","","",""
"28179-55552","RB","Jeff","Jeff Wilson","Wilson","0","0","4500","DET@SF","SF","DET","","","","",""
"28179-41221","WR","Andre","Andre Patton","Patton","0","0","4500","LAC@BUF","LAC","BUF","","","","",""
"28179-12556","D","Houston","Houston Texans","Texans","8","1","4500","HOU@TEN","HOU","TEN","","","","",""
"28179-22800","RB","Derrick","Derrick Coleman","Coleman","0.5428571360451835","7","4500","ARI@LAR","ARI","LAR","","","","",""
"28179-83221","RB","De'Lance","De'Lance Turner","Turner","0","0","4500","BAL@CIN","BAL","CIN","","","","",""
"28179-33047","WR","Chris","Chris Moore","Moore","1","1","4500","BAL@CIN","BAL","CIN","","","","",""
"28179-68890","WR","Devin","Devin Gray","Gray","0","0","4500","CAR@ATL","ATL","CAR","","","","",""
"28179-24862","WR","Rashad","Rashad Greene Sr.","Greene Sr.","0","0","4500","NE@JAC","JAC","NE","","","","",""
"28179-29985","WR","Jaydon","Jaydon Mickens","Mickens","0","1","4500","NE@JAC","JAC","NE","","","","",""
"28179-46374","WR","Tanner","Tanner Gentry","Gentry","1.25","4","4500","SEA@CHI","CHI","SEA","","","","",""
"28179-27947","WR","Riley","Riley McCarron","McCarron","-2","1","4500","NE@JAC","NE","JAC","","","","",""
"28179-85306","WR","KhaDarel","KhaDarel Hodge","Hodge","0","0","4500","ARI@LAR","LAR","ARI","","","","",""
"28179-62791","RB","Mark","Mark Walton","Walton","0","0","4500","BAL@CIN","CIN","BAL","","","","",""
"28179-56648","RB","Jeremy","Jeremy McNichols","McNichols","0","0","4500","IND@WAS","IND","WAS","","","","",""
"28179-64841","WR","Equanimeous","Equanimeous St. Brown","St. Brown","0","0","4500","MIN@GB","GB","MIN","","","","",""
"28179-34125","WR","Geremy","Geremy Davis","Davis","0","0","4500","LAC@BUF","LAC","BUF","","","","",""
"28179-14683","RB","Patrick","Patrick DiMarco","DiMarco","0.6777777671813965","9","4500","LAC@BUF","BUF","LAC","","","","",""
"28179-41319","WR","Jeff","Jeff Badet","Badet","0","0","4500","MIN@GB","MIN","GB","","","","",""
"28179-40298","WR","Derrick","Derrick Willies","Willies","0","0","4500","CLE@NO","CLE","NO","","","","",""
"28179-31097","WR","Keon","Keon Hatcher","Hatcher","0","0","4500","OAK@DEN","OAK","DEN","","","","",""
"28179-56698","WR","Dante","Dante Pettis","Pettis","13.100000381469727","1","4500","DET@SF","SF","DET","","","","",""
"28179-38269","RB","Cameron","Cameron Artis-Payne","Artis-Payne","3.2400001525878905","5","4500","CAR@ATL","CAR","ATL","","","","",""
"28179-55684","RB","Roc","Roc Thomas","Thomas","0","0","4500","MIN@GB","MIN","GB","Q","Ankle","","",""
"28179-52613","WR","Curtis","Curtis Samuel","Samuel","3.174999952316284","8","4500","CAR@ATL","CAR","ATL","Q","Chest","","",""
"28179-53639","WR","Isaiah","Isaiah McKenzie","McKenzie","0.11818181384693492","11","4500","OAK@DEN","DEN","OAK","","","","",""
"28179-29064","WR","Trey","Trey Griffey","Griffey","0","0","4500","KC@PIT","PIT","KC","","","","",""
"28179-55689","RB","Ito","Ito Smith","Smith","0","0","4500","CAR@ATL","ATL","CAR","","","","",""
"28179-55694","WR","Michael","Michael Thomas","Thomas","2.3600000381469726","5","4500","ARI@LAR","LAR","ARI","Q","Groin","","",""
"28179-43416","WR","Trent","Trent Taylor","Taylor","4.800000190734863","1","4500","DET@SF","SF","DET","","","","",""
"28179-41370","WR","Trevor","Trevor Davis","Davis","0.7200000127156575","15","4500","MIN@GB","GB","MIN","IR","Hamstring","","",""
"28179-80289","WR","Kendrick","Kendrick Bourne","Bourne","0","1","4500","DET@SF","SF","DET","","","","",""
"28179-28065","WR","Jehu","Jehu Chesson","Chesson","0.699999988079071","4","4500","IND@WAS","WAS","IND","","","","",""
"28179-32161","WR","Gehrig","Gehrig Dieter","Dieter","0","0","4500","KC@PIT","KC","PIT","","","","",""
"28179-54690","WR","Freddie","Freddie Martino","Martino","0","1","4500","PHI@TB","TB","PHI","","","","",""
"28179-47523","WR","Tajae","Tajae Sharpe","Sharpe","2.200000047683716","1","4500","HOU@TEN","TEN","HOU","","","","",""
"28179-80294","TE","Anthony","Anthony Firkser","Firkser","0","0","4500","HOU@TEN","TEN","HOU","","","","",""
"28179-14761","WR","Andre","Andre Holmes","Holmes","1.899999976158142","1","4500","LAC@BUF","BUF","LAC","","","","",""
"28179-43433","RB","Boston","Boston Scott","Scott","0","0","4500","CLE@NO","NO","CLE","","","","",""
"28179-80299","RB","Patrick","Patrick Ricard","Ricard","3.799999952316284","4","4500","BAL@CIN","BAL","CIN","","","","",""
"28179-26038","TE","Tyler","Tyler Kroft","Kroft","1.399999976158142","1","4500","BAL@CIN","CIN","BAL","","","","",""
"28179-32185","RB","Zach","Zach Line","Line","0","1","4500","CLE@NO","NO","CLE","","","","",""
"28179-26045","WR","Leonte","Leonte Carroo","Carroo","2.5999999046325684","4","4500","MIA@NYJ","MIA","NYJ","","","","",""
"28179-60861","WR","Damion","Damion Ratley","Ratley","0","0","4500","CLE@NO","CLE","NO","","","","",""
"28179-53697","WR","Kaelin","Kaelin Clay","Clay","-2","1","4500","NYG@DAL","NYG","DAL","","","","",""
"28179-55750","WR","Chris","Chris Lacy","Lacy","0","0","4500","DET@SF","DET","SF","","","","",""
"28179-26057","RB","Michael","Michael Burton","Burton","1.100000023841858","1","4500","SEA@CHI","CHI","SEA","","","","",""
"28179-28106","RB","Joe","Joe Kerridge","Kerridge","0.800000011920929","1","4500","MIN@GB","GB","MIN","","","","",""
"28179-57803","WR","Jordan","Jordan Lasley","Lasley","0","0","4500","BAL@CIN","BAL","CIN","","","","",""
"28179-31184","RB","Jonathan","Jonathan Williams","Williams","0","1","4500","CLE@NO","NO","CLE","","","","",""
"28179-54741","WR","Seth","Seth Roberts","Roberts","1.600000023841858","1","4500","OAK@DEN","OAK","DEN","","","","",""
"28179-40410","WR","Josh","Josh Smith","Smith","0","0","4500","CLE@NO","NO","CLE","","","","",""
"28179-80353","TE","Robert","Robert Tonyan","Tonyan","0","0","4500","MIN@GB","GB","MIN","","","","",""
"28179-14820","RB","Nick","Nick Bellore","Bellore","6.599999904632568","1","4500","DET@SF","DET","SF","","","","",""
"28179-56809","WR","Allen","Allen Lazard","Lazard","0","0","4500","NE@JAC","JAC","NE","","","","",""
"28179-32235","WR","Marcus","Marcus Johnson","Johnson","0.8333333333333334","6","4500","IND@WAS","IND","WAS","","","","",""
"28179-40434","WR","Greg","Greg Ward Jr.","Ward Jr.","0","0","4500","PHI@TB","PHI","TB","","","","",""
"28179-41459","RB","Keith","Keith Ford","Ford","0","0","4500","LAC@BUF","BUF","LAC","","","","",""
"28179-39428","RB","Kyle","Kyle Juszczyk","Juszczyk","6.099999904632568","1","4500","DET@SF","SF","DET","","","","",""
"28179-23046","RB","Jamize","Jamize Olawale","Olawale","2.7666667302449546","6","4500","NYG@DAL","DAL","NYG","","","","",""
"28179-41480","RB","Lavon","Lavon Coleman","Coleman","0","0","4500","SEA@CHI","SEA","CHI","","","","",""
"28179-31241","WR","Sammie","Sammie Coates Jr.","Coates Jr.","0","1","4500","HOU@TEN","HOU","TEN","","","","",""
"28179-6672","TE","Marcedes","Marcedes Lewis","Lewis","4.737500190734863","16","4500","MIN@GB","GB","MIN","","","","",""
"28179-29201","WR","Maurice","Maurice Harris","Harris","3.549999952316284","4","4500","IND@WAS","WAS","IND","Q","Concussion","","",""
"28179-22054","WR","Jarius","Jarius Wright","Wright","3.799999952316284","1","4500","CAR@ATL","CAR","ATL","","","","",""
"28179-33320","RB","Senorise","Senorise Perry","Perry","0.7599999904632568","5","4500","MIA@NYJ","MIA","NYJ","","","","",""
"28179-38441","RB","Justin","Justin Davis","Davis","0.10000000149011612","1","4500","ARI@LAR","LAR","ARI","","","","",""
"28179-46633","WR","Keenan","Keenan Reynolds","Reynolds","0","0","4500","SEA@CHI","SEA","CHI","","","","",""
"28179-57900","RB","Quinton","Quinton Flowers","Flowers","0","0","4500","BAL@CIN","CIN","BAL","","","","",""
"28179-27199","RB","Marcus","Marcus Murphy","Murphy","3.0999999046325684","1","4500","LAC@BUF","BUF","LAC","","","","",""
"28179-64070","WR","Tim","Tim White","White","0","0","4500","BAL@CIN","BAL","CIN","","","","",""
"28179-12872","RB","James","James Develin","Develin","4.199999809265137","1","4500","NE@JAC","NE","JAC","","","","",""
"28179-52808","RB","Dontrell","Dontrell Hilliard","Hilliard","0","0","4500","CLE@NO","CLE","NO","","","","",""
"28179-32331","RB","Tra","Tra Carson","Carson","0","0","4500","BAL@CIN","CIN","BAL","","","","",""
"28179-47695","RB","Jordan","Jordan Chunn","Chunn","0","0","4500","NYG@DAL","DAL","NYG","","","","",""
"28179-41552","WR","Dylan","Dylan Cantrell","Cantrell","0","0","4500","LAC@BUF","LAC","BUF","","","","",""
"28179-31329","WR","Russell","Russell Shepard","Shepard","3.0499998728434243","12","4500","NYG@DAL","NYG","DAL","","","","",""
"28179-56931","RB","Robert","Robert Martin","Martin","0","0","4500","NYG@DAL","NYG","DAL","","","","",""
"28179-62055","WR","Ray-Ray","Ray-Ray McCloud III","McCloud III","0","0","4500","LAC@BUF","BUF","LAC","Q","Knee","","",""
"28179-7784","WR","Darrius","Darrius Heyward-Bey","Heyward-Bey","2.9799999237060546","5","4500","KC@PIT","PIT","KC","","","","",""
"28179-55912","WR","Saeed","Saeed Blacknall","Blacknall","0","0","4500","OAK@DEN","OAK","DEN","","","","",""
"28179-38509","RB","Wendell","Wendell Smallwood","Smallwood","5.025000095367432","8","4500","PHI@TB","PHI","TB","","","","",""
"28179-38514","WR","Kevin","Kevin White","White","1.600000023841858","1","4500","SEA@CHI","CHI","SEA","","","","",""
"28179-45683","RB","Kapri","Kapri Bibbs","Bibbs","11.233333587646484","3","4500","IND@WAS","WAS","IND","","","","",""
"28179-33403","WR","Tevin","Tevin Jones","Jones","0","0","4500","KC@PIT","PIT","KC","","","","",""
